CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC
LETTER, NOTE, YES, 148, 6, .041, .299, .0019, .0109, 1, 0, 2.0, 1, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 16, 127, 4.36, N, N, 1.43, .29, .045, 1
LETTER, PAPER, YES, 148, 6, .041, 0.000, .0265, .0253, 5, 0, 1.0, 0, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 15, 157, 5.96, , N, 1.07, .64, .058, 1
LETTER, ALPHABET, YES, 148, 5, .034, 0.000, .0003, 0.0000, 1, 0, 0.0, 0, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 11, 2, ¥, , N, .50, .25, .062, 1
LETTER, MAILBOX, YES, 148, 3, .020, .273, 0.0000, .0541, 0, 0, 2.0, 2, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 13, 1, ¥, , N, 2.09, .18, .006, 1
LETTER, NEWS, YES, 148, 3, .020, .034, .0016, .0071, 1, 0, 1.0, 1, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 20, 102, 5.62, , N, .38, .38, .014, 1
LETTER, NUMBER, YES, 148, 3, .020, .176, 0.0000, .0005, 0, 0, 1.0, 1, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 17, 472, 3.76, G, N, 1.31, .81, .041, 1
LETTER, HEAD, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 15, 424, 5.98, N, N, .87, .60, .079, 1
LETTER, HOME, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 15, 547, 6.25, , N, 1.47, .40, .208, 1
LETTER, READ, YES, 148, 2, .014, .011, .0245, .0591, 1, 0, 2.0, 1, 15, 145, 5.16, N, N, 1.27, .60, .142, 1, 9, 173, 4.16, , V, 1.89, .67, .215, 1
LETTERS, MAIL, YES, 153, 23, .150, 0.000, .0158, .0023, 2, 2, 1.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 15, 47, 4.96, , N, .86, .21, .052, 1
LETTERS, ALPHABET, YES, 153, 22, .144, .412, .0006, .0047, 1, 2, 1.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 11, 2, ¥, , N, .50, .25, .062, 1
LETTERS, WRITE, YES, 153, 19, .124, 0.000, .0014, .0023, 2, 2, 2.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 16, 106, 4.42, , V, 2.25, .81, .191, 1
LETTERS, NUMBERS, YES, 153, 10, .065, .288, .0104, 0.0000, 1, 2, 0.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 15, 125, ¥, , N, .50, .25, .019, 1
LETTERS, ENVELOPE, YES, 153, 9, .059, 0.000, .0028, .0219, 1, 2, 2.0, 1, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 10, 21, 5.75, , N, 1.75, .38, .042, 1
LETTERS, LOVE, YES, 153, 7, .046, 0.000, .0024, 0.0000, 4, 2, 0.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 18, 232, 3.51, , N, 1.67, .78, .236, 1
LETTERS, WORD, YES, 153, 6, .039, 0.000, .0021, .0040, 1, 2, 2.0, 1, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 20, 274, 5.13, , N, 1.39, .28, .025, 1
LETTERS, NOTES, YES, 153, 5, .033, .062, 0.0000, .0010, 0, 2, 2.0, 2, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 17, 57, 6.20, G, N, 2.29, .18, .006, 1
LETTERS, PAPERS, NO, 153, 5, .033, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LETTERS, STAMP, YES, 153, 5, .033, 0.000, .0147, .0415, 2, 2, 2.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 13, 8, 6.30, N, V, 1.00, .67, .082, 1
LETTERS, FRIEND, YES, 153, 4, .026, 0.000, .0003, .0008, 1, 2, 1.0, 1, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 22, 133, 4.40, , N, 2.05, .75, .268, 1
LETTERS, HOME, YES, 153, 3, .020, 0.000, 0.0000, .0016, 0, 2, 1.0, 1, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 15, 547, 6.25, , N, 1.47, .40, .208, 1
LETTERS, CARDS, YES, 153, 2, .013, .014, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 18, 26, 5.61, N, N, .79, .29, .009, 0
LETTERS, EDITOR, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 11, 77, ¥, , N, 2.44, .33, .003, 1
LETTERS, MOM, YES, 153, 2, .013, 0.000, 0.0000, .0034, 0, 2, 2.0, 2, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 5, 3, 6.40, , N, 1.20, .60, .541, 1
LETTERS, PEN, YES, 153, 2, .013, 0.000, .0168, .0081, 2, 2, 1.0, 0, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, 4, 18, 5.59, N, N, 2.00, 1.00, .429, 1
LETTERS, SCARLET, NO, 153, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 115, 5.52, G, N, 1.13, .27, .080, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LETTUCE, TOMATO, YES, 144, 42, .292, .056, .0129, .0303, 3, 0, 2.0, 0, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 17, 4, 6.58, , N, 1.94, .53, .042, 1
LETTUCE, SALAD, YES, 144, 40, .278, .299, .0174, .0175, 4, 0, 4.0, 2, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 15, 9, 6.83, , N, 1.73, .47, .176, 1
LETTUCE, HEAD, YES, 144, 12, .083, 0.000, .0005, 0.0000, 1, 0, 0.0, 0, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 15, 424, 5.98, N, N, .87, .60, .079, 1
LETTUCE, VEGETABLES, YES, 144, 11, .076, 0.000, .0794, .0266, 4, 0, 5.0, 1, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 21, 16, 6.15, , N, 1.89, .42, .048, 1
LETTUCE, GREEN, YES, 144, 8, .056, 0.000, .0248, .0020, 4, 0, 2.0, 0, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 17, 116, 5.46, N, N, 1.19, .94, .142, 1
LETTUCE, RABBIT, YES, 144, 4, .028, 0.000, .0035, .0005, 2, 0, 2.0, 1, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 27, 11, 6.04, , N, 1.46, .38, .106, 1
LETTUCE, CABBAGE, YES, 144, 3, .021, .281, 0.0000, .0139, 0, 0, 6.0, 6, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 15, 4, 6.07, , N, 2.00, .27, .025, 1
LETTUCE, CARROT, YES, 144, 2, .014, 0.000, .0095, .0286, 2, 0, 4.0, 2, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 16, 1, 6.09, , N, 1.47, .20, .039, 1
LETTUCE, FOOD, YES, 144, 2, .014, 0.000, .0192, 0.0000, 5, 0, 0.0, 0, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
LETTUCE, HAMBURGER, YES, 144, 2, .014, 0.000, 0.0000, .0007, 0, 0, 1.0, 1, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 13, 10, ¥, , N, 1.64, .64, .099, 1
LETTUCE, LEAF, YES, 144, 2, .014, 0.000, .0022, .0024, 2, 0, 1.0, 0, 11, 0, 5.67, , N, 2.45, .27, .105, 1, 10, 12, 5.89, N, N, 2.30, .60, .110, 1
LEVEL, EVEN, YES, 144, 18, .125, 0.000, .0012, .0003, 1, 4, 1.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 9, 1171, 2.75, , AJ, .57, .43, .350, 1
LEVEL, HIGH, YES, 144, 13, .090, 0.000, .0009, 0.0000, 2, 4, 0.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 11, 497, 3.62, , AJ, .73, .55, .512, 1
LEVEL, FLAT, YES, 144, 12, .083, .041, 0.0000, .0039, 0, 4, 4.0, 4, 21, 213, 4.12, , N, .88, .06, .003, 1, 19, 67, 4.26, N, AJ, 1.05, .26, .028, 1
LEVEL, STRAIGHT, YES, 144, 9, .062, 0.000, .0050, .0025, 2, 4, 1.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 12, 114, 3.89, , AJ, .91, .91, .138, 1
LEVEL, FLOOR, YES, 144, 8, .056, 0.000, .0029, .0006, 2, 4, 1.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 12, 158, 5.47, , N, 1.17, .67, .174, 1
LEVEL, HEIGHT, YES, 144, 8, .056, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 6, 35, 3.85, , N, .67, .50, .044, 1
LEVEL, HEADED, NO, 144, 5, .035, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 21, 213, 4.12, , N, .88, .06, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LEVEL, STAIR, YES, 144, 4, .028, 0.000, .0052, .0021, 1, 4, 1.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 12, 2, 5.54, , N, .82, .36, .077, 1
LEVEL, 42, NO, 144, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 21, 213, 4.12, , N, .88, .06, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LEVEL, ONE, YES, 144, 3, .021, 0.000, .0002, 0.0000, 1, 4, 0.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 6, 3292, 3.72, G, AJ, .80, .80, .141, 1
LEVEL, SEA, YES, 144, 3, .021, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 15, 95, 5.82, , N, 2.14, .36, .140, 1
LEVEL, STAGE, YES, 144, 3, .021, 0.000, 0.0000, .0015, 0, 4, 1.0, 1, 21, 213, 4.12, , N, .88, .06, .003, 1, 19, 174, 5.59, N, N, 2.39, .44, .020, 1
LEVEL, TOP, YES, 144, 3, .021, 0.000, .0012, .0031, 1, 4, 1.0, 1, 21, 213, 4.12, , N, .88, .06, .003, 1, 11, 204, 4.31, T, N, .82, .55, .359, 1
LEVEL, BALANCED, NO, 144, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 21, 213, 4.12, , N, .88, .06, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LEVEL, BUMPY, YES, 144, 2, .014, 0.000, .0034, 0.0000, 1, 4, 0.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 13, 0, ¥, , ADJ, 1.88, .13, .004, 0
LEVEL, CROOKED, YES, 144, 2, .014, 0.000, .0113, .0150, 1, 4, 1.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 23, 3, ¥, G, AJ, 1.19, .10, .057, 1
LEVEL, DEGREE, YES, 144, 2, .014, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 17, 125, ¥, G, N, 1.57, .36, .030, 0
LEVEL, GROUND, YES, 144, 2, .014, 0.000, .0024, .0092, 1, 4, 1.0, 0, 21, 213, 4.12, , N, .88, .06, .003, 1, 14, 186, 5.44, N, N, 1.00, .36, .041, 1
LEVEL, STEP, YES, 144, 2, .014, 0.000, .0042, .0116, 1, 4, 2.0, 1, 21, 213, 4.12, , N, .88, .06, .003, 1, 10, 131, 4.91, , N, 2.10, .30, .064, 1
LEVEL, TEN, YES, 144, 2, .014, 0.000, 0.0000, .0003, 0, 4, 1.0, 1, 21, 213, 4.12, , N, .88, .06, .003, 1, 20, 165, 4.92, , N, 1.75, .38, .040, 0
LEVEL, UPPER, NO, 144, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 21, 213, 4.12, , N, .88, .06, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LEVER, PULL, YES, 152, 26, .171, 0.000, .0056, .0077, 2, 2, 1.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 10, 51, 3.40, , V, .67, .67, .318, 1
LEVER, HANDLE, YES, 152, 18, .118, .021, .0026, .0006, 2, 2, 2.0, 1, 15, 14, 5.68, , N, .92, .08, .003, 0, 20, 53, 5.29, G, N, 1.42, .21, .010, 1
LEVER, SOAP, YES, 152, 13, .086, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 22, 22, 5.77, , N, 1.76, .48, .055, 1
LEVER, SWITCH, YES, 152, 12, .079, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 8, 43, 5.25, N, N, .71, .57, .014, 1
LEVER, 2000, NO, 152, 9, .059, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 14, 5.68, , N, .92, .08, .003, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LEVER, PULLEY, NO, 152, 8, .053, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 14, 5.68, , N, .92, .08, .003, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LEVER, BUTTON, YES, 152, 4, .026, 0.000, .0005, .0007, 2, 2, 1.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 16, 10, 6.00, , N, 2.12, .44, .035, 1
LEVER, TOOL, YES, 152, 4, .026, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 12, 40, 5.33, N, N, 1.33, .58, .047, 1
LEVER, BALANCE, YES, 152, 3, .020, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 13, 32, ¥, , N, .56, .33, .013, 0
LEVER, KNOB, YES, 152, 3, .020, 0.000, .0025, .0135, 1, 2, 2.0, 1, 15, 14, 5.68, , N, .92, .08, .003, 0, 6, 2, 6.20, , N, .33, .50, .097, 1
LEVER, STICK, YES, 152, 3, .020, 0.000, .0002, 0.0000, 1, 2, 0.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 24, 39, 6.00, N, N, 1.24, .33, .056, 1
LEVER, CONTROL, YES, 152, 2, .013, 0.000, 0.0000, .0035, 0, 2, 2.0, 2, 15, 14, 5.68, , N, .92, .08, .003, 0, 23, 223, 2.68, , V, .67, .24, .006, 1
LEVER, HELP, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 23, 311, 2.82, , V, 1.14, .50, .052, 1
LEVER, LIFT, YES, 152, 2, .013, 0.000, .0016, .0059, 1, 2, 2.0, 2, 15, 14, 5.68, , N, .92, .08, .003, 0, 21, 23, 3.70, , V, 1.70, .40, .032, 1
LEVER, PUSH, YES, 152, 2, .013, 0.000, .1032, .0683, 3, 2, 2.0, 0, 15, 14, 5.68, , N, .92, .08, .003, 0, 10, 37, 4.12, , V, .50, .40, .628, 1
LIAR, CHEAT, YES, 142, 27, .190, 0.000, .0061, .0076, 3, 1, 3.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 18, 3, 3.25, , V, 2.18, .18, .023, 1
LIAR, DISHONEST, YES, 142, 9, .063, .171, .0052, .0163, 2, 1, 5.0, 3, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 15, 2, 2.62, , AJ, 2.57, .57, .030, 1
LIAR, TRUTH, YES, 142, 9, .062, 0.000, .0092, .0078, 3, 1, 2.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 17, 126, 2.72, , N, 1.75, .50, .134, 1
LIAR, FIB, YES, 142, 5, .034, 0.000, .0018, .0228, 1, 1, 2.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 4, 0, ¥, , N, 1.00, .25, .054, 1
LIAR, FALSE, YES, 142, 4, .027, 0.000, .0146, .0022, 4, 1, 1.0, 0, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 4, 29, 2.17, , , .50, .50, 0.000, 1
LIAR, LIE, YES, 142, 4, .027, 0.000, .1019, .0461, 8, 1, 7.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 18, 59, 4.04, N, V, 1.81, .69, .193, 1
LIAR, THIEF, YES, 142, 4, .027, 0.000, .0003, .0003, 1, 1, 1.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 11, 8, 4.83, , N, 3.00, .55, .180, 1
LIAR, BAD, YES, 142, 3, .021, 0.000, .0190, 0.0000, 7, 1, 0.0, 0, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 9, 142, 3.00, , AJ, .33, .56, .571, 1
LIAR, EVIL, YES, 142, 3, .021, 0.000, .0008, .0033, 2, 1, 2.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 11, 72, 2.28, , AJ, 2.09, .73, .068, 1
LIAR, FAKE, YES, 142, 3, .021, 0.000, 0.0000, .0024, 0, 1, 2.0, 2, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 19, 10, 2.88, , AJ, 1.47, .53, .142, 0
LIAR, FOOL, YES, 142, 3, .021, 0.000, .0002, .0009, 1, 1, 1.0, 0, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 14, 37, 3.46, , N, 1.33, .33, .013, 0
LIAR, UNTRUE, YES, 142, 3, .021, .034, .0004, .0219, 1, 1, 2.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 4, 2, ¥, , AJ, 1.75, .75, .007, 1
LIAR, UNTRUSTWORTHY, NO, 142, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 3, 3.79, , N, 2.24, .12, .012, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LIAR, ENEMY, YES, 142, 2, .014, 0.000, 0.0000, .0016, 0, 1, 3.0, 3, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 17, 88, 4.88, , N, 1.67, .33, .156, 1
LIAR, JERK, YES, 142, 2, .014, 0.000, .0013, .0006, 1, 1, 2.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 22, 2, 4.53, N, V, 1.15, .25, .007, 1
LIAR, LION, YES, 142, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 15, 17, 6.14, , N, 1.75, .83, .151, 1
LIAR, MEAN, YES, 142, 2, .014, 0.000, .0018, .0009, 4, 1, 2.0, 1, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 18, 199, 3.09, N, N, 1.53, .59, .126, 1
LIAR, SNEAK, YES, 142, 2, .014, 0.000, 0.0000, .0049, 0, 1, 3.0, 3, 18, 3, 3.79, , N, 2.24, .12, .012, 1, 24, 2, ¥, , V, .61, .11, .006, 0
LIBEL, LAWSUIT, YES, 148, 18, .122, 0.000, .0006, .0096, 1, 0, 1.0, 0, 5, 2, 2.56, , N, .80, .20, .007, 1, 11, 1, ¥, , N, 2.18, .18, .009, 1
LIBEL, SLANDER, YES, 148, 18, .122, .061, 0.0000, .0036, 0, 0, 2.0, 2, 5, 2, 2.56, , N, .80, .20, .007, 1, 24, 1, 3.35, , N, 1.52, .05, .007, 1
LIBEL, SUE, YES, 148, 7, .047, 0.000, .0266, .0016, 2, 0, 1.0, 0, 5, 2, 2.56, , N, .80, .20, .007, 1, 15, 18, 4.28, , V, 1.46, .08, .003, 1
LIBEL, BLAME, YES, 148, 5, .034, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 5, 2, 2.56, , N, .80, .20, .007, 1, 22, 34, 2.15, , V, 1.20, .30, .050, 1
LIBEL, LIE, YES, 148, 4, .027, 0.000, .0132, 0.0000, 1, 0, 0.0, 0, 5, 2, 2.56, , N, .80, .20, .007, 1, 18, 59, 4.04, N, V, 1.81, .69, .193, 1
LIBERAL, CONSERVATIVE, NO, 150, 23, .153, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 69, ¥, , N, .29, .14, .002, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LIBERAL, DEMOCRATIC, NO, 150, 18, .120, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 69, ¥, , N, .29, .14, .002, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LIBERAL, FREE, YES, 150, 17, .113, 0.000, 0.0000, .0003, 0, 5, 1.0, 1, 12, 69, ¥, , N, .29, .14, .002, 0, 26, 260, 3.24, T, AJ, 1.04, .38, .008, 1
LIBERAL, OPEN, YES, 150, 17, .113, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 12, 69, ¥, , N, .29, .14, .002, 0, 5, 319, 3.72, G, AJ, 1.60, 1.00, .340, 1
LIBERAL, ARTS, YES, 150, 11, .073, .021, 0.0000, 0.0000, 0, 5, 0.0, 0, 12, 69, ¥, , N, .29, .14, .002, 0, 19, 66, 4.31, , N, 1.39, .11, .005, 1
LIBERAL, POLITICS, YES, 150, 7, .047, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 12, 69, ¥, , N, .29, .14, .002, 0, 13, 69, 2.59, , N, 1.00, .50, .021, 0
LIBERAL, RADICAL, NO, 150, 5, .033, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 69, ¥, , N, .29, .14, .002, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LIBERAL, WOMEN, YES, 150, 3, .020, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 12, 69, ¥, , N, .29, .14, .002, 0, 13, 195, ¥, , N, 1.46, .08, .276, 1
LIBERAL, EASY, YES, 150, 2, .013, 0.000, .0026, 0.0000, 2, 5, 0.0, 0, 12, 69, ¥, , N, .29, .14, .002, 0, 8, 125, 2.81, G, V, .38, .63, .064, 1
LIBERAL, FAIR, YES, 150, 2, .013, 0.000, 0.0000, .0002, 0, 5, 1.0, 1, 12, 69, ¥, , N, .29, .14, .002, 0, 25, 77, 4.09, N, AJ, 1.35, .30, .034, 1
LIBERAL, FEMINIST, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 69, ¥, , N, .29, .14, .002, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LIBERAL, THOUGHTFUL, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 69, ¥, , N, .29, .14, .002, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
LIBERTY, FREEDOM, YES, 142, 50, .352, .099, .0097, .0038, 3, 0, 3.0, 1, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 24, 128, 1.98, , N, 1.05, .30, .068, 0
LIBERTY, STATUE, YES, 142, 28, .197, .338, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 17, 15, 6.00, , N, 1.47, .29, .089, 1
LIBERTY, BELL, YES, 142, 17, .120, .088, .0049, 0.0000, 1, 0, 0.0, 0, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 11, 18, 6.52, , N, .60, .50, .056, 1
LIBERTY, JUSTICE, YES, 142, 16, .113, .021, .0049, .0074, 1, 0, 1.0, 0, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 15, 114, 2.18, , N, 1.50, .50, .024, 1
LIBERTY, FREE, YES, 142, 6, .042, .021, .0061, .0110, 2, 0, 2.0, 0, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 26, 260, 3.24, T, AJ, 1.04, .38, .008, 1
LIBERTY, DEATH, YES, 142, 5, .035, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 15, 277, 3.86, , N, 1.85, .69, .170, 1
LIBERTY, AMERICA, YES, 142, 4, .028, 0.000, .0012, .0788, 1, 0, 2.0, 1, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 13, 194, ¥, , N, 2.00, .33, .052, 1
LIBERTY, LADY, YES, 142, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 46, 3.43, , N, 1.00, .63, .115, 1, 15, 80, 5.58, , N, 2.21, .43, .052, 1
LIBRARY, BOOK, YES, 126, 100, .794, 0.000, .0042, .0026, 1, 0, 1.0, 0, 4, 62, 5.30, , N, 1.00, .50, .002, 1, 15, 193, 6.09, , N, 1.57, .71, .237, 1
LIBRARY, STUDY, YES, 126, 6, .048, .020, .0442, .0696, 2, 0, 2.0, 1, 4, 62, 5.30, , N, 1.00, .50, .002, 1, 20, 246, 4.10, G, N, 3.55, .50, .021, 1
LIBRARY, QUIET, YES, 126, 5, .040, .027, .0006, 0.0000, 1, 0, 0.0, 0, 4, 62, 5.30, , N, 1.00, .50, .002, 1, 12, 76, 3.70, , AJ, .50, .70, .098, 1
LIBRARY, SCIENCE, YES, 126, 2, .016, 0.000, 0.0000, .0015, 0, 0, 1.0, 1, 4, 62, 5.30, , N, 1.00, .50, .002, 1, 18, 131, 4.14, , N, 1.72, .67, .067, 1
LICE, HAIR, YES, 145, 54, .372, .011, .0192, .0044, 1, 0, 1.0, 0, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 19, 148, 5.70, , N, .72, .72, .184, 1
LICE, BUG, YES, 145, 35, .241, 0.000, .0141, .0042, 3, 0, 1.0, 0, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 16, 4, 6.40, N, N, 1.94, .75, .212, 1
LICE, HEAD, YES, 145, 15, .103, 0.000, .0160, .0692, 1, 0, 1.0, 0, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 15, 424, 5.98, N, N, .87, .60, .079, 1
LICE, FLEA, YES, 145, 6, .041, 0.000, .0072, .0207, 1, 0, 3.0, 2, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 11, 2, 6.12, , N, 1.82, .27, .073, 1
LICE, DIRTY, YES, 145, 5, .034, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 15, 36, 4.08, , AJ, .64, .36, .239, 1
LICE, MICE, YES, 145, 4, .028, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 15, 10, ¥, , N, 1.69, 0.00, 0.000, 1
LICE, TICK, YES, 145, 4, .028, 0.000, .0115, .0263, 1, 0, 3.0, 2, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 10, 3, 5.69, N, N, 1.33, .33, .081, 0
LICE, INSECT, YES, 145, 3, .021, 0.000, .0500, .1176, 3, 0, 1.0, 0, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 8, 14, 5.78, , N, 2.75, .75, .133, 1
LICE, CRAB, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 2, 6.36, , N, 1.11, .11, .004, 1, 21, 2, 5.92, N, N, 1.90, .20, .031, 1
LICENSE, DRIVE, YES, 149, 52, .349, 0.000, .0115, .0451, 1, 3, 1.0, 0, 11, 36, ¥, , N, .25, 0.00, 0.000, 1, 14, 105, 4.35, T, V, 1.69, .23, .063, 1
