CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TRF, TCON, TH, TPS, TMC, TPR, TRSG, TUC
DEPARTMENT, POLICE, YES, 150, 3, .020, .016, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 225, ¥, , N, 1.00, .23, .013, 1, 19, 155, 6.69, , N, .89, .72, .155, 1
DEPARTMENT, PSYCHOLOGY, YES, 150, 3, .020, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 225, ¥, , N, 1.00, .23, .013, 1, 14, 14, 3.42, , N, 1.62, .31, .005, 1
DEPARTMENT, SCHOOL, YES, 150, 3, .020, 0.000, .0020, .0026, 3, 1, 1.0, 0, 14, 225, ¥, , N, 1.00, .23, .013, 1, 22, 492, 5.25, T, N, 3.35, .70, .086, 1
DEPARTMENT, WORK, YES, 150, 3, .020, 0.000, .0060, .0008, 3, 1, 2.0, 0, 14, 225, ¥, , N, 1.00, .23, .013, 1, 19, 760, 3.88, N, N, 1.63, .68, .091, 1
DEPARTMENT, COMPANY, YES, 150, 2, .013, 0.000, 0.0000, .0018, 1, 1, 1.0, 1, 14, 225, ¥, , N, 1.00, .23, .013, 1, 15, 290, 4.63, T, N, 1.87, .27, .021, 1
DEPARTMENT, ORGANIZATION, YES, 150, 2, .013, 0.000, 0.0000, .0002, 0, 1, 1.0, 1, 14, 225, ¥, , N, 1.00, .23, .013, 1, 18, 127, ¥, , N, 1.76, .12, .007, 1
DEPEND, UNDERGARMENT, NO, 151, 20, .132, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 45, ¥, , V, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPEND, NEED, YES, 151, 16, .106, 0.000, .0040, .0008, 3, 6, 2.0, 1, 18, 45, ¥, , V, 1.67, .08, .033, 0, 8, 360, 3.10, G, V, .71, .43, .175, 1
DEPEND, FRIEND, YES, 151, 10, .066, 0.000, .0160, .0006, 4, 6, 1.0, 0, 18, 45, ¥, , V, 1.67, .08, .033, 0, 22, 133, 4.40, , N, 2.05, .75, .268, 1
DEPEND, INDEPENDENT, YES, 151, 10, .066, 0.000, .0060, .0027, 1, 6, 1.0, 0, 18, 45, ¥, , V, 1.67, .08, .033, 0, 18, 70, ¥, , AJ, 1.19, .13, .044, 1
DEPEND, RELY, YES, 151, 9, .060, .557, .0010, .0174, 1, 6, 5.0, 2, 18, 45, ¥, , V, 1.67, .08, .033, 0, 9, 30, ¥, , V, 1.29, .29, .035, 1
DEPEND, TRUST, YES, 151, 8, .053, 0.000, .0070, .0145, 2, 6, 3.0, 1, 18, 45, ¥, , V, 1.67, .08, .033, 0, 18, 52, 3.35, N, N, 1.76, .41, .024, 1
DEPEND, DIAPERS, NO, 151, 6, .040, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 45, ¥, , V, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPEND, PARENTS, YES, 151, 6, .040, 0.000, 0.0000, .0005, 0, 6, 2.0, 2, 18, 45, ¥, , V, 1.67, .08, .033, 0, 22, 91, ¥, , N, 2.55, .25, .013, 1
DEPEND, COUNT ON, NO, 151, 4, .026, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 45, ¥, , V, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPEND, ON, YES, 151, 4, .026, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 18, 45, ¥, , V, 1.67, .08, .033, 0, 5, 6742, 2.55, G, PP, .60, .60, .790, 1
DEPEND, DEPENDENT, YES, 151, 3, .020, 0.000, .0090, .0245, 1, 6, 3.0, 2, 18, 45, ¥, , V, 1.67, .08, .033, 0, 12, 40, ¥, , AJ, 1.08, .17, .048, 1
DEPEND, UPON, NO, 151, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 45, ¥, , V, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPEND, HELP, YES, 151, 2, .013, 0.000, .0020, .0046, 1, 6, 2.0, 1, 18, 45, ¥, , V, 1.67, .08, .033, 0, 23, 311, 2.82, , V, 1.14, .50, .052, 1
DEPEND, MONEY, YES, 151, 2, .013, 0.000, .0060, 0.0000, 4, 6, 0.0, 0, 18, 45, ¥, , V, 1.67, .08, .033, 0, 19, 265, 5.77, , N, 1.39, .89, .312, 1
DEPEND, MOTHER, YES, 151, 2, .013, 0.000, .0010, .0007, 1, 6, 1.0, 1, 18, 45, ¥, , V, 1.67, .08, .033, 0, 13, 216, 5.47, , N, 2.46, .69, .439, 1
DEPEND, PAMPERS, NO, 151, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 45, ¥, , V, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPEND, UNDEPENDABLE, NO, 151, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 45, ¥, , V, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPEND, WEAK, YES, 151, 2, .013, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 18, 45, ¥, , V, 1.67, .08, .033, 0, 11, 32, 3.47, , AJ, 1.18, .64, .308, 1
DEPENDENT, INDEPENDENT, YES, 154, 49, .318, .136, 0.0000, .0056, 0, 0, 3.0, 3, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 18, 70, ¥, , AJ, 1.19, .13, .044, 1
DEPENDENT, CHILD, YES, 154, 29, .188, 0.000, .0050, .0026, 4, 0, 1.0, 0, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 15, 213, 5.72, , N, 2.60, .53, .163, 1
DEPENDENT, NEEDY, YES, 154, 12, .078, .054, 0.0000, .0030, 0, 0, 2.0, 2, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 13, 6, ¥, , AJ, 1.09, .18, .005, 0
DEPENDENT, ALONE, YES, 154, 6, .039, 0.000, .0350, 0.0000, 1, 0, 0.0, 0, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 19, 195, 3.81, , AJ, 1.44, .63, .090, 1
DEPENDENT, NEED, YES, 154, 5, .032, 0.000, 0.0000, .0005, 0, 0, 1.0, 1, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 8, 360, 3.10, G, V, .71, .43, .175, 1
DEPENDENT, SPOUSE, YES, 154, 4, .026, 0.000, .0010, .0102, 1, 0, 2.0, 1, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 11, 3, 6.12, , N, 3.45, .64, .029, 1
DEPENDENT, PERSON, YES, 154, 3, .019, 0.000, .0150, .0026, 2, 0, 1.0, 1, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 14, 175, 6.51, , N, 1.85, .31, .081, 1
DEPENDENT, BABY, YES, 154, 2, .013, 0.000, .0380, .0399, 1, 0, 1.0, 0, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 19, 62, 5.77, , N, 2.05, .63, .140, 1
DEPENDENT, DRUGS, YES, 154, 2, .013, 0.000, 0.0000, .0002, 0, 0, 1.0, 1, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 28, 28, ¥, , N, 1.76, .20, .041, 1
DEPENDENT, MONEY, YES, 154, 2, .013, 0.000, .0010, 0.0000, 2, 0, 0.0, 0, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
DEPENDENT, STRONG, YES, 154, 2, .013, 0.000, .0130, 0.0000, 1, 0, 0.0, 0, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 11, 202, 3.24, , AJ, 1.30, .60, .297, 1
DEPENDENT, WIFE, YES, 154, 2, .013, 0.000, .0070, .0012, 1, 0, 1.0, 0, 12, 40, ¥, , AJ, 1.08, .17, .048, 1, 8, 228, 5.80, , N, 1.88, .50, .613, 1
DEPLETION, EMPTY, YES, 153, 14, .092, 0.000, .0080, .0024, 2, 5, 1.0, 1, 23, 6, ¥, , N, .94, .06, .004, 0, 11, 64, 3.65, , AJ, .27, .36, .358, 1
DEPLETION, GONE, YES, 153, 9, .059, 0.000, .0080, 0.0000, 5, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 20, 195, 3.02, G, AJ, 1.47, .29, .028, 0
DEPLETION, LOSS, YES, 153, 9, .059, 0.000, 0.0000, .0016, 0, 5, 1.0, 1, 23, 6, ¥, , N, .94, .06, .004, 0, 14, 86, 3.34, , N, 1.62, .15, .010, 1
DEPLETION, OZONE, YES, 153, 9, .059, .075, 0.0000, .0025, 0, 5, 2.0, 2, 23, 6, ¥, , N, .94, .06, .004, 0, 17, 3, ¥, , N, 1.59, .24, .013, 1
DEPLETION, ERASE, NO, 153, 7, .046, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 6, ¥, , N, .94, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPLETION, SHORTAGE, NO, 153, 4, .026, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 6, ¥, , N, .94, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPLETION, ABUNDANCE, YES, 153, 3, .020, 0.000, 0.0000, .0006, 1, 5, 2.0, 1, 23, 6, ¥, , N, .94, .06, .004, 0, 21, 13, ¥, , N, 2.24, .12, .010, 1
DEPLETION, BLANK, YES, 153, 3, .020, 0.000, 0.0000, .0295, 0, 5, 1.0, 1, 23, 6, ¥, , N, .94, .06, .004, 0, 17, 14, 3.12, G, AJ, 1.38, .25, .006, 1
DEPLETION, DECREASE, YES, 153, 3, .020, 0.000, 0.0000, .0003, 0, 5, 1.0, 1, 23, 6, ¥, , N, .94, .06, .004, 0, 10, 15, ¥, , V, 1.22, .22, .234, 1
DEPLETION, DELETE, NO, 153, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 6, ¥, , N, .94, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPLETION, DOWN, YES, 153, 3, .020, 0.000, 0.0000, 0.0000, 1, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 10, 895, 3.23, W, AD, .60, .80, .499, 1
DEPLETION, DWINDLE, NO, 153, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 6, ¥, , N, .94, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPLETION, LITTLE, YES, 153, 3, .020, 0.000, .0010, 0.0000, 2, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 7, 831, 3.48, , AJ, 1.71, .57, .081, 1
DEPLETION, DISINTEGRATE, YES, 153, 2, .013, 0.000, 0.0000, .0025, 0, 5, 2.0, 2, 23, 6, ¥, , N, .94, .06, .004, 0, 18, 2, ¥, , V, 1.12, .06, .006, 1
DEPLETION, EARTH, YES, 153, 2, .013, 0.000, .0020, 0.0000, 1, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 12, 150, 5.77, , N, 1.92, .50, .140, 1
DEPLETION, END, YES, 153, 2, .013, 0.000, .0010, 0.0000, 1, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 8, 410, 3.16, G, N, 1.43, .57, .293, 1
DEPLETION, EROSION, NO, 153, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 6, ¥, , N, .94, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPLETION, FINISHED, YES, 153, 2, .013, 0.000, 0.0000, .0009, 0, 5, 1.0, 1, 23, 6, ¥, , N, .94, .06, .004, 0, 9, 87, ¥, , V, 1.75, .13, .001, 1
DEPLETION, FOREST, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 9, 66, 6.37, , N, 1.00, .56, .050, 1
DEPLETION, NONE, YES, 153, 2, .013, 0.000, .0010, .0136, 1, 5, 2.0, 2, 23, 6, ¥, , N, .94, .06, .004, 0, 11, 108, 2.84, , P, 2.18, .46, .161, 1
DEPLETION, SCARCITY, YES, 153, 2, .013, 0.000, .0010, .0034, 1, 5, 4.0, 2, 23, 6, ¥, , N, .94, .06, .004, 0, 19, 3, ¥, , N, 2.50, .07, .001, 1
DEPLETION, USED, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 12, 612, 3.11, , V, 1.00, .22, .006, 0
DEPLETION, WASTE, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 1, 5, 0.0, 0, 23, 6, ¥, , N, .94, .06, .004, 0, 19, 35, 3.76, T, V, 1.31, .25, .004, 1
DEPOSIT, MONEY, YES, 152, 65, .428, 0.000, .1530, .0041, 3, 1, 2.0, 0, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 19, 265, 5.77, , N, 1.39, .89, .312, 1
DEPOSIT, BANK, YES, 152, 27, .178, 0.000, .0100, .3420, 3, 1, 1.0, 0, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 6, 83, 5.69, N, N, .67, 1.00, .057, 1
DEPOSIT, WITHDRAW, NO, 152, 16, .105, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 9, 9, ¥, , V, 1.12, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPOSIT, CHECK, YES, 152, 4, .026, 0.000, .0110, .1391, 1, 1, 2.0, 1, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 13, 88, 4.38, N, N, 1.00, .39, .020, 1
DEPOSIT, PLACE, YES, 152, 4, .026, 0.000, .0120, .0016, 1, 1, 1.0, 0, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 22, 571, 3.98, , N, 1.33, .39, .054, 1
DEPOSIT, PUT, YES, 152, 4, .026, 0.000, .0020, .0124, 1, 1, 1.0, 0, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 16, 437, 2.77, , V, 1.31, .13, .030, 1
DEPOSIT, RETURN, YES, 152, 3, .020, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 23, 180, ¥, G, V, 1.75, .20, .006, 0
DEPOSIT, SAVE, YES, 152, 3, .020, 0.000, 0.0000, .0698, 0, 1, 2.0, 2, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 17, 62, 3.07, G, V, 1.07, .53, .055, 1
DEPOSIT, SLIP, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 9, 9, ¥, , V, 1.12, 0.00, 0.000, 0, 8, 19, 4.32, N, V, .50, .25, .013, 1
DEPRESSED, SAD, YES, 148, 78, .527, .045, .1030, .0572, 7, 0, 2.0, 0, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1
DEPRESSED, HAPPY, YES, 148, 13, .088, 0.000, .3410, .3310, 5, 0, 1.0, 0, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 8, 98, 3.51, , AJ, 1.29, .86, .471, 1
DEPRESSED, LONELY, YES, 148, 8, .054, .034, .0030, .1116, 1, 0, 3.0, 2, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 17, 25, 2.53, , AJ, 1.88, .35, .051, 1
DEPRESSED, DOWN, YES, 148, 5, .034, .014, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 10, 895, 3.23, W, AD, .60, .80, .499, 1
DEPRESSED, UPSET, YES, 148, 5, .034, .020, .0020, .1133, 3, 0, 4.0, 3, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 12, 14, 3.18, T, V, 2.50, .42, .013, 1
DEPRESSED, UNHAPPY, YES, 148, 4, .027, .041, .0280, .3975, 2, 0, 2.0, 1, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 5, 26, 3.28, , AJ, 1.60, .60, .040, 1
DEPRESSED, SORROW, YES, 148, 3, .020, 0.000, 0.0000, .2181, 0, 0, 3.0, 3, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 13, 9, 2.61, , N, 2.54, .54, .017, 1
DEPRESSED, ALONE, YES, 148, 2, .014, 0.000, .0120, .0543, 1, 0, 2.0, 1, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 19, 195, 3.81, , AJ, 1.44, .63, .090, 1
DEPRESSED, ANGRY, YES, 148, 2, .014, 0.000, .0050, .0476, 1, 0, 3.0, 2, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 9, 45, 3.75, , AJ, 1.44, .44, .216, 1
DEPRESSED, TIRED, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1, 14, 48, 3.04, , AJ, 1.79, .79, .161, 1
DEPRESSION, SAD, YES, 147, 62, .422, 0.000, .0370, .0231, 6, 5, 3.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1
DEPRESSION, SADNESS, NO, 147, 15, .102, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 24, ¥, , N, 1.08, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPRESSION, HAPPY, YES, 147, 5, .034, 0.000, .2710, .2650, 3, 5, 1.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 8, 98, 3.51, , AJ, 1.29, .86, .471, 1
DEPRESSION, ANXIETY, YES, 147, 3, .020, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 19, 42, 1.63, , N, 2.84, .26, .009, 1
DEPRESSION, BLUE, YES, 147, 3, .020, 0.000, .0110, .0118, 1, 5, 1.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 14, 143, 4.49, N, N, 1.69, .54, .203, 1
DEPRESSION, PROZAC, NO, 147, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 24, ¥, , N, 1.08, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPRESSION, SUICIDE, YES, 147, 3, .020, 0.000, 0.0000, .0084, 0, 5, 1.0, 1, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 13, 17, 5.06, , N, 2.08, 0.00, 0.000, 1
DEPRESSION, UNHAPPY, YES, 147, 3, .020, 0.000, .0220, .3147, 1, 5, 2.0, 1, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 5, 26, 3.28, , AJ, 1.60, .60, .040, 1
DEPRESSION, 1930S, NO, 147, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 24, ¥, , N, 1.08, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPRESSION, ALCOHOL, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 12, 13, 6.87, , N, 2.70, .70, .035, 1
DEPRESSION, DAD, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 5, 15, 6.13, , N, .20, .60, .550, 1
DEPRESSION, DEPRESS, NO, 147, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 24, ¥, , N, 1.08, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPRESSION, ILLNESS, YES, 147, 2, .014, 0.000, 0.0000, .0160, 1, 5, 2.0, 1, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 7, 20, 4.05, , N, 1.57, .14, .017, 1
DEPRESSION, LOW, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 6, 174, 3.18, T, AJ, .17, .50, .512, 1
DEPRESSION, MANIC, NO, 147, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 24, ¥, , N, 1.08, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPRESSION, MOOD, YES, 147, 2, .014, 0.000, 0.0000, .0094, 0, 5, 2.0, 2, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 17, 37, 1.52, , N, 2.25, .38, .020, 1
DEPRESSION, SICK, YES, 147, 2, .014, 0.000, .0100, .0003, 1, 5, 1.0, 0, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0, 13, 51, 3.89, , AJ, 2.23, .92, .390, 1
DEPTH, DEEP, YES, 144, 34, .236, .013, .0270, .0484, 3, 2, 5.0, 3, 17, 53, ¥, , N, 2.67, .27, .008, 1, 13, 109, 3.96, T, AJ, 1.85, .31, .128, 1
DEPTH, WATER, YES, 144, 21, .146, 0.000, .0790, .0042, 6, 2, 3.0, 0, 17, 53, ¥, , N, 2.67, .27, .008, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
DEPTH, OCEAN, YES, 144, 17, .118, .012, .0420, .0442, 4, 2, 3.0, 0, 17, 53, ¥, , N, 2.67, .27, .008, 1, 17, 34, 5.63, , N, 2.31, .69, .169, 1
DEPTH, HEIGHT, YES, 144, 10, .069, 0.000, .0090, .0012, 3, 2, 2.0, 1, 17, 53, ¥, , N, 2.67, .27, .008, 1, 6, 35, 3.85, , N, .67, .50, .044, 1
DEPTH, WIDTH, YES, 144, 10, .069, .029, .0080, .0212, 1, 2, 3.0, 2, 17, 53, ¥, , N, 2.67, .27, .008, 1, 10, 19, ¥, , N, 1.89, .33, .138, 1
DEPTH, SHALLOW, YES, 144, 9, .062, .029, .0730, .1212, 2, 2, 4.0, 2, 17, 53, ¥, , N, 2.67, .27, .008, 1, 10, 14, 3.19, , AJ, 1.00, .30, .125, 1
DEPTH, DIVE, YES, 144, 4, .028, 0.000, 0.0000, .0409, 0, 2, 4.0, 4, 17, 53, ¥, , N, 2.67, .27, .008, 1, 14, 23, 4.65, N, V, 1.92, .17, .039, 1
DEPTH, LENGTH, YES, 144, 4, .028, 0.000, .0370, .0234, 4, 2, 4.0, 0, 17, 53, ¥, , N, 2.67, .27, .008, 1, 13, 116, 3.75, , N, 2.38, .54, .144, 1
DEPTH, POOL, YES, 144, 4, .028, 0.000, .0150, .0539, 3, 2, 1.0, 0, 17, 53, ¥, , N, 2.67, .27, .008, 1, 13, 111, 6.29, N, N, 1.00, .23, .049, 1
DEPTH, SEA, YES, 144, 4, .028, 0.000, .0510, .0709, 3, 2, 2.0, 0, 17, 53, ¥, , N, 2.67, .27, .008, 1, 15, 95, 5.82, , N, 2.14, .36, .140, 1
DEPTH, BOTTOM, YES, 144, 2, .014, 0.000, 0.0000, .0002, 0, 2, 1.0, 1, 17, 53, ¥, , N, 2.67, .27, .008, 1, 15, 88, ¥, , N, .69, .15, .356, 1
DEPTH, DISTANCE, YES, 144, 2, .014, 0.000, .0020, .0026, 2, 2, 3.0, 1, 17, 53, ¥, , N, 2.67, .27, .008, 1, 13, 108, 3.25, , N, 1.85, .31, .023, 1
DEPTH, FATHOM, NO, 144, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 53, ¥, , N, 2.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPTH, FEET, YES, 144, 2, .014, 0.000, .0020, 0.0000, 3, 2, 0.0, 0, 17, 53, ¥, , N, 2.67, .27, .008, 1, 10, 283, 6.28, P, N, 1.20, .50, .322, 1
DEPTH, INTENSE, NO, 144, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 53, ¥, , N, 2.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DEPTH, LOW, YES, 144, 2, .014, 0.000, .0120, .0009, 3, 2, 1.0, 0, 17, 53, ¥, , N, 2.67, .27, .008, 1, 6, 174, 3.18, T, AJ, .17, .50, .512, 1
DEPTH, MEASURE, YES, 144, 2, .014, 0.000, .0030, .0051, 3, 2, 4.0, 2, 17, 53, ¥, , N, 2.67, .27, .008, 1, 23, 91, 3.56, , N, 1.14, .41, .081, 1
DEPUTY, SHERIFF, YES, 140, 95, .679, .167, 0.0000, .0519, 0, 1, 4.0, 4, 9, 5, ¥, , N, 2.00, .13, .113, 1, 8, 20, 6.34, , N, 3.14, .29, .114, 1
DEPUTY, POLICE, YES, 140, 18, .129, 0.000, .2610, .0087, 5, 1, 4.0, 0, 9, 5, ¥, , N, 2.00, .13, .113, 1, 19, 155, 6.69, , N, .89, .72, .155, 1
DEPUTY, OFFICER, YES, 140, 5, .036, 0.000, .0250, .0632, 3, 1, 3.0, 1, 9, 5, ¥, , N, 2.00, .13, .113, 1, 13, 101, 6.32, , N, 1.92, .15, .019, 1
DEPUTY, COP, YES, 140, 4, .029, 0.000, .2040, .0713, 3, 1, 3.0, 1, 9, 5, ¥, , N, 2.00, .13, .113, 1, 16, 15, 6.36, , N, 2.33, .47, .126, 1
DEPUTY, DOG, YES, 140, 3, .021, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 9, 5, ¥, , N, 2.00, .13, .113, 1, 5, 75, 5.75, , N, .40, .80, .437, 1
DEPUTY, ASSISTANT, YES, 140, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 9, 5, ¥, , N, 2.00, .13, .113, 1, 11, 36, ¥, , N, 1.40, .30, .098, 1
DEPUTY, CHIEF, YES, 140, 2, .014, 0.000, .0020, .0094, 1, 1, 1.0, 0, 9, 5, ¥, , N, 2.00, .13, .113, 1, 10, 119, 4.82, , N, .80, .40, .042, 1
DEPUTY, LAW, YES, 140, 2, .014, 0.000, .0370, .0160, 4, 1, 1.0, 0, 9, 5, ¥, , N, 2.00, .13, .113, 1, 14, 299, 3.36, , N, 2.62, .69, .049, 1
DEPUTY, MARSHAL, NO, 140, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 9, 5, ¥, , N, 2.00, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESCEND, FALL, YES, 146, 38, .260, 0.000, .0110, .0144, 5, 0, 1.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 17, 147, 3.86, P, V, 1.41, .65, .117, 1
DESCEND, DOWN, YES, 146, 26, .178, .014, .0300, .0058, 7, 0, 2.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 10, 895, 3.23, W, AD, .60, .80, .499, 1
DESCEND, ASCEND, YES, 146, 11, .075, .262, .0010, .0232, 2, 0, 6.0, 4, 13, 4, ¥, , V, 2.23, .23, .022, 1, 15, 1, ¥, , V, 2.46, .23, .021, 1
DESCEND, COME, YES, 146, 7, .048, 0.000, .0130, .0281, 2, 0, 2.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 13, 630, 3.51, , V, 2.08, .50, .081, 1
DESCEND, GO, YES, 146, 7, .048, 0.000, .0350, .0082, 3, 0, 2.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 14, 626, 3.33, , V, 2.64, .73, .425, 1
